year,st,stateno,state,state_fips,state_icpsr,poptotal,popdensity,popfemale,pctpopfemale,popmale,pctpopmale,pctpopunder14,pctpop15to24,pctpop25to44,pctpop45to64,pctpopover65,pctpopover18,pctlatinx,pctwhite,pctblack,pctasian,pctpacific,pctamericanindian,evangelical_pop,nonwhite,foreign_born,pop_annual
1984,ND,34,North Dakota,38,36,680497,9.91728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,0.047755882,NA,680499
1984,OH,35,Ohio,39,24,10737746,262.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3000002,0.121071525,NA,10737743
1984,OK,36,Oklahoma,40,53,3285533,48.1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.400002,0.161804929,NA,3285535
1984,OR,37,Oregon,41,72,2666588,27.8529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,0.075218223,NA,2666589
1984,PA,38,Pennsylvania,42,14,11815172,264.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.11298053,NA,11815175
1984,RI,39,Rhode Island,44,5,961894,915.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.078832641,NA,961895
1984,SC,40,South Carolina,45,48,3271868,109.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.400002,0.314496338,NA,3271864
1984,SD,41,South Dakota,46,37,697249,9.28181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.076824963,NA,697250
1984,TN,42,Tennessee,47,54,4686737,114.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.700001,0.16888009,NA,4686743
1984,TX,43,Texas,48,49,16007086,61.3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0.363147497,NA,16007088
1984,UT,44,Utah,49,67,1622342,1.97694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0.078590013,NA,1622342
1984,VT,45,Vermont,50,6,526660,57.1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.016237192,NA,526658
1984,VA,46,Virginia,51,40,5643870,141.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.226673633,NA,5643868
1984,WA,47,Washington,53,73,4343656,65.3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,0.109456033,NA,4343657
1984,WV,48,West Virginia,54,56,1927697,81.0968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6000004,0.042589732,NA,1927696
1984,WI,49,Wisconsin,55,25,4735563,87.4523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,0.072222129,NA,4735571
1984,WY,50,Wyoming,56,68,504896,5.27762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.799999,0.081184156,NA,504895
1985,AL,1,Alabama,1,41,3972523,79.2971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.700001,0.265509695,NA,3972520
1985,AK,2,Alaska,2,81,532495,0.935744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.799999,0.236022562,NA,532496
1985,AZ,3,Arizona,4,61,3183538,27.8706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.263318151,NA,3183539
1985,AR,4,Arkansas,5,42,2327046,45.4327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.400002,0.177443922,NA,2327046
1985,CA,5,California,6,71,26441109,168.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,0.379739255,NA,26441107
1985,CO,6,Colorado,8,62,3208723,31.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,0.180574328,NA,3208726
1985,CT,7,Connecticut,9,1,3201131,653.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4000001,0.139407054,NA,3201131
1985,DE,8,Delaware,10,11,618280,311.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,0.195019424,NA,618279
1985,DC,8.5,District of Columbia,11,55,634549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634549
1985,FL,9,Florida,12,43,11351118,210.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,0.248592541,NA,11351120
1985,GA,10,Georgia,13,44,5962661,102.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,0.29259181,NA,5962639
1985,HI,11,Hawaii,15,82,1039698,163.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8000002,0.674077868,NA,1039698
1985,ID,12,Idaho,16,63,994051,12.1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.799999,0.067712277,NA,994052
1985,IL,13,Illinois,17,21,11399806,206.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.234735444,NA,11399803
1985,IN,14,Indiana,18,22,5459211,152.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,0.099369116,NA,5459214
1985,IA,15,Iowa,19,31,2829684,152.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,0.034959719,NA,2829684
1985,KS,16,Kansas,20,32,2427405,29.9314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,0.10404326,NA,2427401
1985,KY,17,Kentucky,21,51,3694826,93.9218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.799999,0.081877403,NA,3694816
1985,LA,18,Louisiana,22,45,4408118,99.7997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.700001,0.331214845,NA,4408113
1985,ME,19,Maine,23,2,1162936,37.6455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.016826311,NA,1162935
1985,MD,20,Maryland,24,52,4413071,443.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,0.283102423,NA,4413072
1985,MA,21,Massachusetts,25,3,5880733,744.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.098116644,NA,5880734
1985,MI,22,Michigan,26,23,9076293,159.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.165700972,NA,9076287
1985,MN,23,Minnesota,27,33,4184302,52.8573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,0.049980402,NA,4184301
1985,MS,24,Mississippi,28,46,2588102,55.2478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.200001,0.365720242,NA,2588103
1985,MO,25,Missouri,29,34,5000268,72.9908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,0.126110002,NA,5000260
1985,MT,26,Montana,30,64,822320,5.66672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,0.07120803,NA,822320
1985,NE,27,Nebraska,31,35,1584664,20.9851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,0.066367194,NA,1584661
1985,NV,28,Nevada,32,65,951030,8.59111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,0.18799895,NA,951032
1985,NH,29,New Hampshire,33,4,996753,110.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.02165998,NA,996753
1985,NJ,30,New Jersey,34,12,7565528,1006.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8000002,0.233126745,NA,7565530
1985,NM,31,New Mexico,35,66,1438361,11.9428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.700001,0.479020178,NA,1438360
1985,NY,32,New York,36,13,17791672,371.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.276794285,NA,17791678
1985,NC,33,North Carolina,37,47,6253954,128.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.246070355,NA,6253957
1985,ND,34,North Dakota,38,36,676980,9.88841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,0.04988331,NA,676979
1985,OH,35,Ohio,39,24,10734926,262.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,0.122162648,NA,10734926
1985,OK,36,Oklahoma,40,53,3271332,48.0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.200001,0.165805563,NA,3271333
1985,OR,37,Oregon,41,72,2672652,27.9464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,0.077893749,NA,2672648
1985,PA,38,Pennsylvania,42,14,11770862,263.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.114623994,NA,11770865
1985,RI,39,Rhode Island,44,5,968955,921.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.082534574,NA,968956
1985,SC,40,South Carolina,45,48,3303209,110.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.400002,0.313621551,NA,3303211
1985,SD,41,South Dakota,46,37,698402,9.32131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,0.077964187,NA,698404
1985,TN,42,Tennessee,47,54,4715296,115.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.599998,0.169392362,NA,4715292
1985,TX,43,Texas,48,49,16272734,62.4948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.599998,0.367704064,NA,16272722
1985,UT,44,Utah,49,67,1642910,2.00252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0.080143034,NA,1642910
1985,VT,45,Vermont,50,6,530035,57.7317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.016081132,NA,530035
1985,VA,46,Virginia,51,40,5715153,143.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.299999,0.228362381,NA,5715149
1985,WA,47,Washington,53,73,4400098,66.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.113006815,NA,4400096
1985,WV,48,West Virginia,54,56,1906831,80.4321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,0.042242266,NA,1906831
1985,WI,49,Wisconsin,55,25,4747767,87.6726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.074640058,NA,4747765
1985,WY,50,Wyoming,56,68,499695,5.23646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,0.082556002,NA,499696
1986,AL,1,Alabama,1,41,3991569,79.8888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.700001,0.26538378,NA,3991569
1986,AK,2,Alaska,2,81,544268,0.955056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.799999,0.239795953,NA,544269
1986,AZ,3,Arizona,4,61,3308262,28.9198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.266309857,NA,3308261
1986,AR,4,Arkansas,5,42,2331984,45.6444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.400002,0.177051023,NA,2331988
1986,CA,5,California,6,71,27102237,172.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,0.38927564,NA,27102238
1986,CO,6,Colorado,8,62,3237450,31.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,0.182567194,NA,3237448
1986,CT,7,Connecticut,9,1,3223740,656.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4000001,0.143797457,NA,3223741
1986,DE,8,Delaware,10,11,627559,315.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,0.197756365,NA,627559
1986,DC,8.5,District of Columbia,11,55,638269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638269
1986,FL,9,Florida,12,43,11667505,216.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,0.251901358,NA,11667503
1986,GA,10,Georgia,13,44,6084666,105.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,0.293245018,NA,6084645
1986,HI,11,Hawaii,15,82,1051762,165.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8000002,0.675473392,NA,1051762
1986,ID,12,Idaho,16,63,990224,12.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.799999,0.069317169,NA,990222
1986,IL,13,Illinois,17,21,11387257,207.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.237969086,NA,11387256
1986,IN,14,Indiana,18,22,5454108,152.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,0.099826731,NA,5454103
1986,IA,15,Iowa,19,31,2791970,152.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,0.035890758,NA,2791969
1986,KS,16,Kansas,20,32,2432619,30.0659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,0.106479242,NA,2432614
1986,KY,17,Kentucky,21,51,3687809,93.8714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.799999,0.08200027,NA,3687805
1986,LA,18,Louisiana,22,45,4406919,100.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.700001,0.332680494,NA,4406922
1986,ME,19,Maine,23,2,1170126,37.8719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.017251283,NA,1170126
1986,MD,20,Maryland,24,52,4486957,451.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,0.287172735,NA,4486956
1986,MA,21,Massachusetts,25,3,5902678,745.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.102524646,NA,5902677
1986,MI,22,Michigan,26,23,9127775,160.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.167716041,NA,9127774
1986,MN,23,Minnesota,27,33,4205212,53.1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,0.052485138,NA,4205213
1986,MS,24,Mississippi,28,46,2593597,55.4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.200001,0.365544319,NA,2593596
1986,MO,25,Missouri,29,34,5023068,73.4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,0.127108097,NA,5023055
1986,MT,26,Montana,30,64,813739,5.61176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,0.073452085,NA,813738
1986,NE,27,Nebraska,31,35,1574333,20.8935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,0.067553364,NA,1574328
1986,NV,28,Nevada,32,65,980613,8.83814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,0.19253619,NA,980614
1986,NH,29,New Hampshire,33,4,1025053,113.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.022410732,NA,1025054
1986,NJ,30,New Jersey,34,12,7622159,1013.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8000002,0.238096163,NA,7622161
1986,NM,31,New Mexico,35,66,1462729,12.1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.700001,0.481470942,NA,1462728
1986,NY,32,New York,36,13,17833419,372.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.282828122,NA,17833421
1986,NC,33,North Carolina,37,47,6321578,129.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.246251822,NA,6321576
1986,ND,34,North Dakota,38,36,669512,9.78736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,0.051934328,NA,669513
1986,OH,35,Ohio,39,24,10730268,263.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,0.123245761,NA,10730272
1986,OK,36,Oklahoma,40,53,3252735,47.9777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.200001,0.170285583,NA,3252735
1986,OR,37,Oregon,41,72,2683528,28.1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,0.080599852,NA,2683526
1986,PA,38,Pennsylvania,42,14,11782752,264.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.116371043,NA,11782754
1986,RI,39,Rhode Island,44,5,977341,929.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.085937567,NA,977340
1986,SC,40,South Carolina,45,48,3342758,111.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.400002,0.313226134,NA,3342759
1986,SD,41,South Dakota,46,37,696034,9.32131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,0.080205463,NA,696036
1986,TN,42,Tennessee,47,54,4738708,116.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.599998,0.170199826,NA,4738708
1986,TX,43,Texas,48,49,16561113,63.6392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.599998,0.372437477,NA,16561103
1986,UT,44,Utah,49,67,1662834,2.02689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0.081444979,NA,1662833
1986,VT,45,Vermont,50,6,534066,58.2713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.016486891,NA,534066
1986,VA,46,Virginia,51,40,5811700,145.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.299999,0.230345324,NA,5811692
1986,WA,47,Washington,53,73,4452720,67.012200000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.116689645,NA,4452724
1986,WV,48,West Virginia,54,56,1882350,79.6427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,0.041819874,NA,1882352
1986,WI,49,Wisconsin,55,25,4755618,87.8378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.077026285,NA,4755625
1986,WY,50,Wyoming,56,68,495633,5.21589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,0.083752014,NA,495633
1987,AL,1,Alabama,1,41,4015264,80.5396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.700001,0.265559644,NA,4015262
1987,AK,2,Alaska,2,81,539309,0.946278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.799999,0.245473102,NA,539310
1987,AZ,3,Arizona,4,61,3437103,29.9779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.270437896,NA,3437103
1987,AR,4,Arkansas,5,42,2342355,45.9717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.400002,0.176733568,NA,2342357
1987,CA,5,California,6,71,27777158,176.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,0.399023831,NA,27777160
1987,CO,6,Colorado,8,62,3260480,31.7349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,0.185055211,NA,3260477
1987,CT,7,Connecticut,9,1,3247291,660.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4000001,0.14808777,NA,3247290
1987,DE,8,Delaware,10,11,636947,321.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,0.199384615,NA,636946
1987,DC,8.5,District of Columbia,11,55,636930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636930
1987,FL,9,Florida,12,43,11997283,222.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,0.255625486,NA,11997282
1987,GA,10,Georgia,13,44,6208467,107.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,0.293937653,NA,6208479
1987,HI,11,Hawaii,15,82,1067918,168.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8000002,0.677196622,NA,1067917
1987,ID,12,Idaho,16,63,984997,12.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.799999,0.07138782,NA,984997
1987,IL,13,Illinois,17,21,11391178,207.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.241433144,NA,11391176
1987,IN,14,Indiana,18,22,5473012,153.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,0.100603692,NA,5473023
1987,IA,15,Iowa,19,31,2767011,153.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,0.036918323,NA,2767006
1987,KS,16,Kansas,20,32,2445367,30.2615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,0.108496115,NA,2445367
1987,KY,17,Kentucky,21,51,3683329,93.8966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.799999,0.082054034,NA,3683330
1987,LA,18,Louisiana,22,45,4344148,98.9984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.700001,0.334886968,NA,4344151
1987,ME,19,Maine,23,2,1184574,38.3571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.018281013,NA,1184577
1987,MD,20,Maryland,24,52,4565557,458.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,0.290684193,NA,4565558
1987,MA,21,Massachusetts,25,3,5935204,748.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.106809944,NA,5935205
1987,MI,22,Michigan,26,23,9187481,162.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.169834003,NA,9187484
1987,MN,23,Minnesota,27,33,4235136,53.5257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,0.054940023,NA,4235136
1987,MS,24,Mississippi,28,46,2588545,55.4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.200001,0.365804166,NA,2588545
1987,MO,25,Missouri,29,34,5056696,74.0199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,0.127816692,NA,5056702
1987,MT,26,Montana,30,64,805063,5.55682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,0.075063355,NA,805064
1987,NE,27,Nebraska,31,35,1566547,20.8412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,0.069592215,NA,1566544
1987,NV,28,Nevada,32,65,1023376,9.20411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,0.196783975,NA,1023374
1987,NH,29,New Hampshire,33,4,1054289,116.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.023242883,NA,1054289
1987,NJ,30,New Jersey,34,12,7670742,1020.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8000002,0.243500203,NA,7670741
1987,NM,31,New Mexico,35,66,1478520,12.3217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.700001,0.48467952,NA,1478519
1987,NY,32,New York,36,13,17868848,372.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.289132297,NA,17868844
