year,st,stateno,state,state_fips,state_icpsr,exp_public_welfare,welfare_spending_percap,unemployment,statemin,employed,unemployed,afdc_case,afdc_rep,afdccases_childonly,marginallyfoodinsecure,foodinsecure,verylowfoodsecure,foodstamp_case,foodstamp_rep,nslp_free,nslp_reduced,nslp_total,sbp_free,sbp_reduced,sbp_total,povrate,ssirecipients_aged,ssirecipients_blind,ssirecipients_disabled,ssirecipients_total,ssistate,ssitotal,stateeitcrate,wicparticipation,workerscompensation,apwpi,apwpia,apwspt,ig_welf,policypriorityscore,pro_welfare,anti_welfare,neutral_welfare,lowincchildren_number,mothersaid,adc,aidperm,blind,oldagea,timelim,afdc_up,medicaid_stateadoption,x_chip_children,x_chip_infants,x_chip_pregnantwomen,x_chip_pregntwomen_prebba,z_ssi_afdc_families_payments,z_ssi_blind_payments,z_ssi_blind_payments_post1965,z_ssi_disabled_payments,z_ssi_disabled_payments_post1965,z_ssi_ga_payments_per_case,z_ssi_ga_payments_per_recipient,z_ssi_old_age_payments,z_ssi_old_age_payments_post1965,z_tanf_initialelig,z_tanf_maxpayment,z_tanf_paymentsperfamily
1977,VT,45,Vermont,50,6,NA,171.0500031,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02737598,NA,80.639,NA,NA,0.111860635,0.645035196,0.243104169,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,766.838,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1977,VA,46,Virginia,51,40,NA,95.44000244,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01346483,NA,503.947,NA,NA,0.11331761,0.57835529,0.3083271,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,677.339,NA,NA,NA,NA,NA,282.884,NA,NA,NA,NA,NA
1977,WA,47,Washington,53,73,NA,140.3200073,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01795647,NA,511.79,NA,NA,0.122289397,0.721752067,0.155958536,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,885.304,NA,NA,NA,NA,NA,405.761,NA,NA,NA,NA,NA
1977,WV,48,West Virginia,54,56,NA,98.02999878,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01747487,NA,187.892,NA,NA,0.10782652400000001,0.657528926,0.23464455,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,640.062,NA,NA,NA,NA,NA,66.3814,NA,NA,NA,NA,NA
1977,WI,49,Wisconsin,55,25,NA,188.7599945,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02934065,NA,943.062,NA,NA,0.102981246,0.702026266,0.194992488,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,987.061,NA,NA,NA,NA,NA,303.791,NA,NA,NA,NA,NA
1977,WY,50,Wyoming,56,68,NA,62.24000168,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00872842,NA,26.74,NA,NA,0.109027911,0.634698482,0.256273607,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,620.124,NA,NA,NA,NA,NA,93.7766,NA,NA,NA,NA,NA
1978,AL,1,Alabama,1,41,NA,97.66999817,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01616854,NA,383.044,NA,NA,0.211762694,0.468948686,0.31928862,,NA,1,1,1,1,0,0,1,NA,NA,NA,NA,397.381,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,AK,2,Alaska,2,81,NA,179.75,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01446124,NA,72.459,NA,NA,0.148055469,0.616973673,0.234970858,,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,905.869,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,AZ,3,Arizona,4,61,NA,43.31000137,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0068704,NA,122.518,NA,NA,0.128809149,0.598013494,0.273177357,,1,1,0,1,1,0,0,0,NA,NA,NA,NA,485.428,NA,NA,NA,NA,NA,312.033,NA,NA,NA,NA,NA
1978,AR,4,Arkansas,5,42,NA,121.7600021,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02016899,NA,275.186,NA,NA,0.178481226,0.535914641,0.285604133,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,502.148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,CA,5,California,6,71,NA,273.6300049,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02873706,NA,5944.491,NA,NA,0.108781925,0.646665937,0.244552138,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,990.284,NA,NA,NA,NA,NA,394.09,NA,NA,NA,NA,NA
1978,CO,6,Colorado,8,62,NA,118.6999969,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01642422,NA,368.482,NA,NA,0.109800176,0.59643303,0.293766794,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,653.048,NA,NA,NA,NA,NA,104.129,NA,NA,NA,NA,NA
1978,CT,7,Connecticut,9,1,NA,159.3899994,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0180466,NA,513.548,NA,NA,0.111756822,0.584548684,0.303694494,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,883.152,NA,NA,NA,NA,NA,230.812,NA,NA,NA,NA,NA
1978,DE,8,Delaware,10,11,NA,137.2100067,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01646798,NA,82.094,NA,NA,0.15338993,0.565972019,0.28063804999999997,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,665.913,NA,NA,NA,NA,NA,123.057,NA,NA,NA,NA,NA
1978,DC,8.5,District of Columbia,11,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,FL,9,Florida,12,43,NA,52.93999863,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00767011,NA,529.142,NA,NA,0.151994568,0.598943202,0.249062229,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,522.274,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,GA,10,Georgia,13,44,NA,106.7900009,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01602862,NA,567.224,NA,NA,0.202395415,0.510953598,0.286650987,,NA,1,1,1,1,0,0,1,NA,NA,NA,NA,380.153,NA,NA,NA,NA,NA,146.134,NA,NA,NA,NA,NA
1978,HI,11,Hawaii,15,82,NA,229,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02486378,NA,210.406,NA,NA,0.114153453,0.627884786,0.257961761,,NA,0,0,0,0,0,1,1,NA,NA,NA,NA,1039.85,NA,NA,NA,NA,NA,387.442,NA,NA,NA,NA,NA
1978,ID,12,Idaho,16,63,NA,93.13999939,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01408024,NA,88.547,NA,NA,0.152066212,0.614586513,0.233347275,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,845.999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,IL,13,Illinois,17,21,NA,190.2299957,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02186078,NA,2196.99,NA,NA,0.153662097,0.55418878,0.292149123,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,822.493,NA,NA,NA,NA,NA,372.102,NA,NA,NA,NA,NA
1978,IN,14,Indiana,18,22,NA,78.69999695,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01256469,NA,513.632,NA,NA,0.157268446,0.590909443,0.251822111,,1,1,0,1,1,0,0,1,NA,NA,NA,NA,591.242,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,IA,15,Iowa,19,31,NA,127.6900024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01779456,NA,407.94,NA,NA,0.122824287,0.603027876,0.274147838,,1,1,0,1,1,0,1,1,NA,NA,NA,NA,885.961,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,KS,16,Kansas,20,32,NA,126.2799988,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01659947,NA,299.619,NA,NA,0.126119124,0.627363724,0.246517152,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,707.023,NA,NA,NA,NA,NA,320.084,NA,NA,NA,NA,NA
1978,KY,17,Kentucky,21,51,NA,127.6399994,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02045311,NA,470.651,NA,NA,0.146134381,0.584484608,0.269381011,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,583.952,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,LA,18,Louisiana,22,45,NA,117.2900009,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182706,NA,482.5,NA,NA,0.222036339,0.489460226,0.288503435,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,448.008,NA,NA,NA,NA,NA,216.346,NA,NA,NA,NA,NA
1978,ME,19,Maine,23,2,NA,183.1900024,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02819924,NA,205.335,NA,NA,0.12435969,0.622979597,0.252660713,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,610.004,NA,NA,NA,NA,NA,68.2516,NA,NA,NA,NA,NA
1978,MD,20,Maryland,24,52,NA,142.0099945,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01601855,NA,601.982,NA,NA,0.145934456,0.549130269,0.304935275,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,631.159,NA,NA,NA,NA,NA,335.758,NA,NA,NA,NA,NA
1978,MA,21,Massachusetts,25,3,NA,265.980011,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03076677,NA,1436.212,NA,NA,0.103897403,0.612419419,0.283683179,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,908.286,NA,NA,NA,NA,NA,406.086,NA,NA,NA,NA,NA
1978,MI,22,Michigan,26,23,NA,225.8699951,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0272572,NA,2075.874,NA,NA,0.155700056,0.591233893,0.253066051,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,1029.89,NA,NA,NA,NA,NA,476.67,NA,NA,NA,NA,NA
1978,MN,23,Minnesota,27,33,NA,179.1600037,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279434,NA,889.057,NA,NA,0.118477813,0.635464552,0.246057634,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,897.48,NA,NA,NA,NA,NA,361.851,NA,NA,NA,NA,NA
1978,MS,24,Mississippi,28,46,NA,116.0299988,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02132211,NA,296.133,NA,NA,0.241086319,0.46944691,0.289466771,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,227.986,NA,NA,NA,NA,NA,38.6248,NA,NA,NA,NA,NA
1978,MO,25,Missouri,29,34,NA,100.5500031,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01380693,NA,499.347,NA,NA,0.152897141,0.581349693,0.265753166,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,597.167,NA,NA,NA,NA,NA,194.035,NA,NA,NA,NA,NA
1978,MT,26,Montana,30,64,NA,97.98999786,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01580586,NA,89.279,NA,NA,0.115130019,0.627879845,0.256990136,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,667.273,NA,NA,NA,NA,NA,121.722,NA,NA,NA,NA,NA
1978,NE,27,Nebraska,31,35,NA,100.8300018,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0140943,NA,168.428,NA,NA,0.134188699,0.615256412,0.250554889,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,777.899,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,NV,28,Nevada,32,65,NA,75.59999847,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098027,NA,63.424,NA,NA,0.128751073,0.617202363,0.254046564,,1,1,0,1,1,0,0,1,NA,NA,NA,NA,532.754,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,NH,29,New Hampshire,33,4,NA,97.05999756,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01803547,NA,119.381,NA,NA,0.114541396,0.63032587,0.25513273400000003,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,685.968,NA,NA,NA,NA,NA,150.885,NA,NA,NA,NA,NA
1978,NJ,30,New Jersey,34,12,NA,170.6799927,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02011351,NA,1329.291,NA,NA,0.127966849,0.597670285,0.274362866,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,815.565,NA,NA,NA,NA,NA,303.847,NA,NA,NA,NA,NA
1978,NM,31,New Mexico,35,66,NA,88.93000031,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01373199,NA,113.492,NA,NA,0.130793721,0.618092534,0.251113745,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,708.465,NA,NA,NA,NA,NA,331.648,NA,NA,NA,NA,NA
1978,NY,32,New York,36,13,NA,245.8699951,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0345653,NA,5256.317,NA,NA,0.120221749,0.58045649,0.299321761,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,1102.41,NA,NA,NA,NA,NA,472.939,NA,NA,NA,NA,NA
1978,NC,33,North Carolina,37,47,NA,91.26000214,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01284769,NA,477.935,NA,NA,0.189973239,0.538065009,0.271961752,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,555.368,NA,NA,NA,NA,NA,85.22,NA,NA,NA,NA,NA
1978,ND,34,North Dakota,38,36,NA,98.79000092,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01392146,NA,67.47,NA,NA,0.155171198,0.602045179,0.242783623,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,696.004,NA,NA,NA,NA,NA,120.856,NA,NA,NA,NA,NA
1978,OH,35,Ohio,39,24,NA,123.1800003,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01886651,NA,1595.037,NA,NA,0.158434239,0.560027287,0.281538474,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,706.015,NA,NA,NA,NA,NA,250.261,NA,NA,NA,NA,NA
1978,OK,36,Oklahoma,40,53,NA,138.0899963,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01959854,NA,402.893,NA,NA,0.162590526,0.579827975,0.257581499,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,775.073,NA,NA,NA,NA,NA,47.106,NA,NA,NA,NA,NA
1978,OR,37,Oregon,41,72,NA,168.1900024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0215832,NA,432.58,NA,NA,0.111805054,0.625714057,0.262480889,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,901.039,NA,NA,NA,NA,NA,269.423,NA,NA,NA,NA,NA
1978,PA,38,Pennsylvania,42,14,NA,232.4799957,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03051409,NA,2850.707,NA,NA,0.138067807,0.590629026,0.271303167,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,871.563,NA,NA,NA,NA,NA,427.455,NA,NA,NA,NA,NA
1978,RI,39,Rhode Island,44,5,NA,247.5700073,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03247774,NA,231.452,NA,NA,0.112888407,0.602222386,0.284889208,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,730.525,NA,NA,NA,NA,NA,237.989,NA,NA,NA,NA,NA
1978,SC,40,South Carolina,45,48,NA,91.02999878,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01520778,NA,283.081,NA,NA,0.225186506,0.506682791,0.268130703,,NA,1,1,1,1,0,0,1,NA,NA,NA,NA,316.64,NA,NA,NA,NA,NA,176.149,NA,NA,NA,NA,NA
1978,SD,41,South Dakota,46,37,NA,113.1100006,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01670109,NA,80.616,NA,NA,0.138151583,0.622359376,0.239489041,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,618.026,NA,NA,NA,NA,NA,51.858,NA,NA,NA,NA,NA
1978,TN,42,Tennessee,47,54,NA,104.3300018,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01673621,NA,484.477,NA,NA,0.173048142,0.547172045,0.279779812,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,400.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,TX,43,Texas,48,49,NA,86.33000183,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01197448,NA,1198.175,NA,NA,0.178142417,0.560542405,0.261315178,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,382.817,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,UT,44,Utah,49,67,NA,115.7799988,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01751738,NA,156.982,NA,NA,0.157141029,0.610810236,0.232048735,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,860.345,NA,NA,NA,NA,NA,395.67,NA,NA,NA,NA,NA
1978,VT,45,Vermont,50,6,NA,175.1399994,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02535409,NA,83.686,NA,NA,0.121257922,0.618563402,0.260178676,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,881.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1978,VA,46,Virginia,51,40,NA,99.95999908,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01381895,NA,583.973,NA,NA,0.187631313,0.52274132,0.289627367,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,684.648,NA,NA,NA,NA,NA,280.115,NA,NA,NA,NA,NA
1978,WA,47,Washington,53,73,NA,149.7100067,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01725686,NA,562.182,NA,NA,0.112345015,0.603307185,0.284347799,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,992.616,NA,NA,NA,NA,NA,375.061,NA,NA,NA,NA,NA
1978,WV,48,West Virginia,54,56,NA,105.7099991,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01726372,NA,204.576,NA,NA,0.116995757,0.618898009,0.264106234,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,624.412,NA,NA,NA,NA,NA,55.1142,NA,NA,NA,NA,NA
1978,WI,49,Wisconsin,55,25,NA,200.3600006,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02764436,NA,996.085,NA,NA,0.123617015,0.599707192,0.276675793,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,977.419,NA,NA,NA,NA,NA,267.274,NA,NA,NA,NA,NA
1978,WY,50,Wyoming,56,68,NA,67.09999847,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00809316,NA,29.757,NA,NA,0.132782182,0.626476883,0.240740935,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,684.728,NA,NA,NA,NA,NA,134.13,NA,NA,NA,NA,NA
1979,AL,1,Alabama,1,41,NA,112.2200012,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01663074,NA,442.859,NA,NA,0.196978071,0.499626198,0.303395731,,NA,1,1,1,1,0,0,1,NA,NA,NA,NA,353.98,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1979,AK,2,Alaska,2,81,NA,252.6300049,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01941009,NA,102.335,NA,NA,0.139763012,0.631275236,0.228961752,,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,829.142,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1979,AZ,3,Arizona,4,61,NA,44.72999954,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00685038,NA,144.907,NA,NA,0.144042253,0.604219096,0.251738651,,1,1,0,1,1,0,0,0,NA,NA,NA,NA,491.062,NA,NA,NA,NA,NA,300.93,NA,NA,NA,NA,NA
1979,AR,4,Arkansas,5,42,NA,135.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02009415,NA,310.03,NA,NA,0.163109378,0.572432096,0.264458525,,1,1,1,1,1,0,0,1,NA,NA,NA,NA,475.73,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1979,CA,5,California,6,71,NA,298.6700134,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02601267,NA,6101.724,NA,NA,0.123065057,0.611307205,0.265627738,,1,1,1,1,1,0,1,1,NA,NA,NA,NA,1038.14,NA,NA,NA,NA,NA,471.991,NA,NA,NA,NA,NA
