year,st,stateno,state,state_fips,state_icpsr,exp_public_welfare,welfare_spending_percap,unemployment,statemin,employed,unemployed,afdc_case,afdc_rep,afdccases_childonly,marginallyfoodinsecure,foodinsecure,verylowfoodsecure,foodstamp_case,foodstamp_rep,nslp_free,nslp_reduced,nslp_total,sbp_free,sbp_reduced,sbp_total,povrate,ssirecipients_aged,ssirecipients_blind,ssirecipients_disabled,ssirecipients_total,ssistate,ssitotal,stateeitcrate,wicparticipation,workerscompensation,apwpi,apwpia,apwspt,ig_welf,policypriorityscore,pro_welfare,anti_welfare,neutral_welfare,lowincchildren_number,mothersaid,adc,aidperm,blind,oldagea,timelim,afdc_up,medicaid_stateadoption,x_chip_children,x_chip_infants,x_chip_pregnantwomen,x_chip_pregntwomen_prebba,z_ssi_afdc_families_payments,z_ssi_blind_payments,z_ssi_blind_payments_post1965,z_ssi_disabled_payments,z_ssi_disabled_payments_post1965,z_ssi_ga_payments_per_case,z_ssi_ga_payments_per_recipient,z_ssi_old_age_payments,z_ssi_old_age_payments_post1965,z_tanf_initialelig,z_tanf_maxpayment,z_tanf_paymentsperfamily
2000,NY,32,New York,36,13,NA,1618.790039,4.6,5.15,8718749,415120,258702,723793,58324,NA,NA,NA,720035,1438568,1036623,133741,1789676,370653,30655,465215,13.9,138971,3370,474826,617167,87,600,0,466818,26053,0.04510181,0.01548562,29185.151,NA,-0.212398,0.276021133,0.330029965,0.393948902,254,1,1,1,1,1,0,NA,NA,250,250,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728.042,629.805,NA
2000,NC,33,North Carolina,37,47,NA,723.9199829,3.6,5.15,3986151,152039,45725,99553,22876,NA,NA,NA,209232,488247,355088,83831,821586,186923,26769,268436,12.5,33990,2093,154970,191053,0,513,0,190258,21444,0.02896481,0.00153593,6299.233,NA,0.004992,0.172658019,0.471471129,0.355870852,140,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997.114,361.62,NA
2000,ND,34,North Dakota,38,36,NA,851.3200073,3,5.15,332407,10161,2901,7524,871,NA,NA,NA,13604,31824,20932,7595,80367,7300,1191,12743,10.4,1351,80,6736,8167,0,513,0.22499999,14303,1764121,0.03633414,-0.00392105,579.839,NA,0.029688,0.122095686,0.491874704,0.38602961,8,1,1,1,1,1,0,NA,NA,140,140,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.017,561.35,NA
2000,OH,35,Ohio,39,24,NA,798.039978,4.1,4.25,5556757,230586,97969,245085,37227,NA,NA,NA,279174,609717,359477,77328,995968,147127,11427,184866,10,17526,2248,220137,239911,0,513,0,242921,1725851,0.03014799,0.00378837,9566.967,NA,-0.042049,0.19279549,0.390493077,0.416711432,162,1,1,1,1,1,1,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.69,455.096,NA
2000,OK,36,Oklahoma,40,53,NA,264.230011,3,5.15,1610099,50429,14316,35472,5860,NA,NA,NA,107098,253287,184951,43786,374309,103987,15250,145155,14.9,10782,866,60492,72140,53,566,0,108239,174384,0.01083576,-0.01697935,885.377,NA,0.073713,0.148087865,0.504581201,0.347330935,118,1,1,1,1,1,0,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.6,406.311,NA
2000,OR,37,Oregon,41,72,NA,888.75,4.9,6.5,1725744,92815,17058,39031,6738,NA,NA,NA,114368,234387,116434,30182,266059,66682,9238,97546,10.9,7238,634,44064,51936,2,515,0.050000001,86061,595295,0.0322409,-5.7672e-4,3070.36,NA,-0.044545,0.190955285,0.396233291,0.412811424,54,1,1,1,1,1,1,NA,NA,170,170,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.566,623.497,NA
2000,PA,38,Pennsylvania,42,14,NA,1076.910034,4.2,5.15,5854551,252341,89899,249721,28243,NA,NA,NA,352491,777112,371290,80303,1013043,138296,13509,187166,8.6,36547,2457,244965,283969,27,540,0,230914,249837,0.0368321,0.00786935,13318.054,NA,-0.111075,0.239441611,0.401080075,0.359478313,107,1,1,1,1,1,0,NA,NA,235,235,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.601,467.647,NA
2000,RI,39,Rhode Island,44,5,NA,1109.560059,4.1,5.65,521313,22248,16324,45161,2658,NA,NA,NA,33422,74256,34009,4427,63304,10706,457,12221,10.2,4606,226,22946,27778,64,577,0.25999999,21783,10873,0.0373918,0.00809187,1143.94,NA,-0.100275,0.2569623,0.33572476,0.407312939,6,1,1,1,1,1,0,NA,NA,250,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387.02,601.261,NA
2000,SC,40,South Carolina,45,48,NA,862.0100098,3.9,5.15,1918583,74979,17502,41324,8459,NA,NA,NA,121945,295335,242208,40509,470932,129840,13004,167196,11.1,17162,1583,88724,107469,0,513,0,108204,140801,0.03539758,0.00680137,3457.708,NA,-0.061315,0.173930334,0.466923533,0.359146133,42,NA,1,1,1,1,1,NA,NA,150,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.94,273.924,NA
2000,SD,41,South Dakota,46,37,NA,631.5,2.3,5.15,398618,10040,2802,6755,1527,NA,NA,NA,16425,42887,33146,10788,104646,13016,1566,17868,10.7,1999,110,10533,12642,15,528,0,20409,7061,0.02443314,-0.00616035,487.763,NA,0.027689,0.129528847,0.4991278,0.371343353,13,1,1,1,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.582,525.192,NA
2000,TN,42,Tennessee,47,54,NA,915.9899902,3.9,5.15,2733281,109788,56148,145473,27044,NA,NA,NA,215336,496031,272893,51514,621630,135591,16925,192065,13.5,23118,1663,139421,164202,0,513,0,148662,61616,0.03212396,0.00430827,4871.818,NA,-0.092834,0.219732788,0.408372134,0.371895078,46,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338.61,250.398,NA
2000,TX,43,Texas,48,49,NA,569.0499878,4.2,3.35,9929387,444666,127880,342383,43399,NA,NA,NA,489303,1332785,1399965,229727,2450504,728512,76419,945887,15.5,115402,5725,288035,409162,0,513,0,737206,186009,0.02018123,-0.00190362,11459.507,NA,0.00093000000000000005,0.160899755,0.480308776,0.358791469,"1,036",1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.577,279.484,NA
2000,UT,44,Utah,49,67,NA,655.7199707,3.2,5.15,1103807,38237,8410,22151,2539,NA,NA,NA,32616,81917,74162,32844,269491,22594,4073,32383,7.6,2096,270,17764,20130,0,513,0,57549,130208,0.02745216,0.00427351,1472.568,NA,0.05364,0.114449482,0.538433416,0.347117102,37,1,1,1,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.789,565.627,NA
2000,VT,45,Vermont,50,6,NA,1165.099976,2.9,5.75,322129,9275,6043,16170,910,NA,NA,NA,19649,40831,16322,5073,51970,8205,1407,14050,10,1567,115,10843,12525,58,571,0,16401,88933,0.04170845,0.00936591,701.101,NA,0.041735,0.207915918,0.400697049,0.391387033,3,1,1,1,1,1,0,NA,NA,300,300,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084.08,688.764,NA
2000,VA,46,Virginia,51,40,NA,568.2000122,2.2,5.15,3522865,82946,31864,72573,12801,NA,NA,NA,150452,336080,231718,58756,665276,116060,16340,172300,8.3,24530,1455,105957,131942,0,513,0.31999999,128163,3415,0.02026356,2.3981e-4,4487.388,NA,0.028604,0.223114976,0.38769711,0.389187914,95,1,1,1,1,1,1,NA,NA,185,185,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.868,NA
2000,WA,47,Washington,53,73,NA,860.2800293,5.2,6.5,2901492,157847,57008,153057,15550,NA,NA,NA,133481,295061,193884,53253,465968,84790,11442,114375,10.8,14148,949,85664,100761,27,540,0,145850,1311034,0.02690183,0.00406591,5099.818,NA,-0.023402,0.206102833,0.360652661,0.433244506,85,1,1,1,1,1,0,NA,NA,250,250,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326.67,663.335,NA
2000,WV,48,West Virginia,54,56,NA,974.289978,5.5,5.15,764711,44352,12146,32257,3729,NA,NA,NA,96097,226897,92309,21491,201588,53970,9387,85944,14.7,5527,589,65304,71420,0,513,0.039999999,50996,21543,0.04543959,0.00669263,1762.774,NA,-0.007629,0.223456753,0.378698138,0.397845108,35,1,1,1,1,1,0,NA,NA,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218.6,488.826,NA
2000,WI,49,Wisconsin,55,25,NA,661.9899902,3.5,5.15,2868382,104839,16719,38056,11174,NA,NA,NA,76633,193021,143808,45371,536099,37521,5254,56314,9.3,9771,969,74147,84887,84,597,0,100574,544289,0.02916117,0.00350998,4469.954,NA,0.030782,0.204175551,0.383216666,0.412607783,34,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751.036,NA
2000,WY,50,Wyoming,56,68,NA,580.0900269,3.9,1.6,256414,10394,604,1183,394,NA,NA,NA,8952,22447,16083,6157,51688,5680,951,8330,10.8,559,53,5186,5798,10,523,0,10757,87821,0.02105833,-0.0137771,291.419,NA,0.1198,0.153331463,0.469178323,0.377490215,11,1,1,1,1,1,0,NA,NA,133,133,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.453,440.397,NA
2001,AL,1,Alabama,1,41,NA,845.9299927,5.3,5.15,2006884,108517,18368,43555,9501,25.2176,15.96774,4.3236799,161372,411292,269669,50396,542346,119762,11965,153415,15.9,24500,1115,135907,161522,0,531,0,111049,14910,NA,NA,NA,NA,-0.057732,0.182205603,0.430565852,0.387228545,68,NA,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.845,219.076,NA
2001,AK,2,Alaska,2,81,NA,1615.48999,6.3,5.65,300731,20662,5847,16997,1082,23.42779,12.38385,2.5578201,13184,37897,22325,6858,52310,6775,1043,9797,8.5,1483,124,7516,9123,362,893,0,23628,64036,NA,NA,NA,NA,0.043894,0.142880874,0.4607232,0.396395926,12,NA,0,0,0,0,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468.67,1087.95,NA
2001,AZ,3,Arizona,4,61,NA,607.5900269,4.7,5.15,2461498,123786,33194,82595,15123,25.591169,16.33736,4.8966398,107799,291372,254757,49234,470420,110355,12150,142406,14.6,13186,967,70643,84796,0,531,0,147285,35770,NA,NA,NA,NA,0.009615,0.174504233,0.39979432,0.425701447,221,1,1,0,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738.615,437.371,NA
2001,AR,4,Arkansas,5,42,NA,823.1799927,5.1,5.15,1191273,62183,11607,27722,5133,32.560329,17.82938,4.6410398,102633,256441,158839,28763,312901,91435,10007,123930,17.8,13075,954,71059,85088,0,531,0,79826,259562,NA,NA,NA,NA,0.01422,0.201684164,0.407374151,0.390941686,58,1,1,1,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.19,276.526,NA
2001,CA,5,California,6,71,NA,1080.189941,5.3,6.25,16197671,930759,468747,1185399,171722,24.11772,15.05919,3.9052899,622602,1668352,1661756,291420,2613904,690361,77211,846227,12.6,335458,21896,748940,1106294,181,712,0,1243509,1579302,NA,NA,NA,NA,-0.052908,0.249656526,0.398344869,0.351998605,878,1,1,1,1,1,0,NA,NA,250,250,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027.18,816.301,NA
2001,CO,6,Colorado,8,62,NA,747.3300171,3.7,5.15,2300113,90935,10639,27132,4519,17.774269,8.8551998,2.46316,69408,153952,115434,33634,321516,38204,6194,57466,8.7,8772,551,44143,53466,37,568,0.1,72124,42815,NA,NA,NA,NA,0.015078,0.224970892,0.385390228,0.389638879,97,1,1,1,1,1,0,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.434,415.52,NA
2001,CT,7,Connecticut,9,1,NA,1020.619995,3.3,6.4,1704774,55055,25943,59860,8778,14.26429,6.6115398,1.74789,81857,157031,102738,19438,272008,39285,3414,49353,7.3,6973,510,42103,49586,217,748,0,49252,129787,NA,NA,NA,NA,-0.103153,0.247887651,0.376513244,0.375599106,32,1,1,1,1,1,1,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.549,550.51,NA
2001,DE,8,Delaware,10,11,NA,764.9400024,3.5,6.15,407033,14753,5376,12234,2508,15.98709,8.1122704,2.1022699,13602,31886,26659,5747,71670,12132,1309,17305,6.7,1323,122,10752,12197,0,531,0.25,16568,18545,NA,NA,NA,NA,0.063003,0.2160789,0.366947091,0.416974009,10,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.941,409.818,NA
2001,DC,8.5,District of Columbia,11,55,NA,NA,NA,6.15,290811,19704,16241,43013,4843,21.63022,12.18502,2.28514,33344,73494,44724,2027,50990,18451,707,20265,18.2,2356,195,17422,19973,0,531,0,15204,11098,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,FL,9,Florida,12,43,NA,666.1900024,4.8,5.15,7669117,374597,58849,124586,35774,21.34198,13.89738,4.05794,425955,887256,747375,145530,1342800,338381,36109,434777,12.7,93118,3198,290018,386334,0,531,0,316758,272036,NA,NA,NA,NA,-0.005507,0.229963716,0.374568216,0.395468068,435,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.15,396.405,NA
2001,GA,10,Georgia,13,44,NA,753.7299805,4,5.15,4089559,172482,50531,120501,24024,26.546009,15.46521,4.6388898,235633,573537,481018,98362,1083434,264338,34130,378799,12.9,32433,2233,163397,198063,0,531,0,226365,79299,NA,NA,NA,NA,-0.00489,0.178380278,0.41761888,0.404000842,203,NA,1,1,1,1,0,NA,NA,235,235,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.595,360.947,NA
2001,HI,11,Hawaii,15,82,NA,852.289978,4.6,5.25,583187,27443,12852,41478,2194,25.849701,14.11821,5.0718699,50983,108313,49865,14679,140739,21807,3902,39069,11.4,6812,180,14311,21303,5,536,0,32467,20867,NA,NA,NA,NA,-0.011624,0.218106739,0.39911281,0.382780451,14,NA,0,0,0,0,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682.82,584.526,NA
2001,ID,12,Idaho,16,63,NA,698.6500244,5,6.15,643280,34385,1290,2246,938,23.980961,14.217,3.7286,24034,59667,52297,19537,143895,20108,3141,28987,11.5,1843,204,16793,18840,53,584,0.064999998,251329,10993,NA,NA,NA,NA,0.059623,0.131028663,0.463930902,0.405040435,37,1,1,1,1,1,0,NA,NA,150,150,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807.208,371.29,NA
2001,IL,13,Illinois,17,21,NA,849.8499756,5.4,5.15,6113677,344245,62030,182673,22565,17.40292,8.8096504,2.04601,363570,825295,571563,77818,1071930,170498,10354,205350,10.1,31980,2405,214619,249004,0,531,0,117880,100293,NA,NA,NA,NA,-0.093085,0.228637599,0.403337516,0.368024886,176,1,1,1,1,1,1,NA,NA,185,185,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.171,430.419,NA
2001,IN,14,Indiana,18,22,NA,709.6900024,4.4,5.15,3007507,133392,41299,115543,9090,18.258631,11.4158,3.2371299,146509,346551,186154,53528,630733,79038,11121,115312,8.5,6889,1060,81169,89118,0,531,0.050000001,60664,65109,NA,NA,NA,NA,0.034266,0.186621459,0.434580251,0.378798291,93,1,1,0,1,1,1,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.671,344.131,NA
2001,IA,15,Iowa,19,31,NA,885.289978,3.3,5.15,1559241,53723,20195,54071,8027,17.82021,9.0739403,2.6026399,54437,126494,87376,31929,380864,34785,6624,65743,7.4,4283,798,35635,40716,0,531,0,32641,28095,NA,NA,NA,NA,-0.007101,0.190504899,0.418899379,0.390595722,15,1,1,0,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275.97,512.314,NA
2001,KS,16,Kansas,20,32,NA,608.3400269,4.3,2.65,1332034,58586,13035,32967,4436,22.143181,11.47287,3.27035,56500,124285,94906,34406,312712,47419,9176,74523,10.1,3663,370,32567,36600,0,531,0.1,53260,16922,NA,NA,NA,NA,0.076283,0.178165886,0.409198923,0.412635191,27,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620.737,513.094,NA
2001,KY,17,Kentucky,21,51,NA,1075.97998,5.5,5.15,1857238,101171,36127,81809,15505,19.387091,10.36362,2.4782801,173102,412680,218265,48923,499733,126670,18455,187195,12.6,17700,1409,156816,175925,0,531,0,111004,148268,NA,NA,NA,NA,-0.03779,0.183771013,0.437724006,0.37850498,69,1,1,1,1,1,0,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209.57,348.632,NA
2001,LA,18,Louisiana,22,45,NA,627.9400024,6,5.15,1911818,116484,25176,65505,11802,28.37463,18.177219,3.6961601,198152,518384,349192,54945,634852,187556,16908,237091,16.2,23191,1865,141125,166181,0,531,0,125916,33610,NA,NA,NA,NA,-0.024462,0.21954677,0.361309277,0.419143953,111,1,1,1,1,1,1,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.649,320.657,NA
2001,ME,19,Maine,23,2,NA,1302.859985,4,5.15,648545,25774,9661,26134,2352,16.91855,9.2389898,2.7309999,53151,104383,37695,11228,107012,16004,2861,27689,10.3,3154,231,26753,30138,10,541,0.15000001,20962,96484,NA,NA,NA,NA,-0.125679,0.185404532,0.421028017,0.393567451,7,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131.15,509.736,NA
2001,MD,20,Maryland,24,52,NA,798.8800049,4.1,5.15,2724184,113801,27915,68221,9681,15.34526,8.8361301,2.90957,97026,208426,171053,39836,403446,81012,11321,113173,7.2,15601,742,72837,89180,0,531,0.16,93829,271354,NA,NA,NA,NA,-0.025916,0.256027411,0.384836723,0.359135866,68,1,1,1,1,1,0,NA,NA,300,300,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.323,531.216,NA
2001,MA,21,Massachusetts,25,3,NA,1132.859985,3.7,6.75,3255134,126153,42570,100300,15601,11.28391,6.6765399,2.06862,104838,219223,183484,33894,538639,89615,5902,112278,8.9,45470,4160,117244,166874,129,660,0.050000001,112623,12890,NA,NA,NA,NA,-0.104866,0.230277994,0.377790303,0.391931704,29,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726.841,636.363,NA
2001,MI,22,Michigan,26,23,NA,909.8499756,5.3,5.15,4854630,265326,70725,193211,24349,19.250669,8.6576796,2.59993,285277,641269,339883,63496,816753,138032,12913,182077,9.4,18768,1861,189863,210492,14,545,0,214951,72251,NA,NA,NA,NA,-0.021267,0.231713218,0.388038689,0.380248093,125,1,1,1,1,1,0,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.742,534.754,NA
2001,MN,23,Minnesota,27,33,NA,1199.77002,3.7,5.15,2737961,107242,38558,112688,8608,13.25046,6.9266701,1.89281,93086,197727,134750,50730,570852,56544,11381,103985,7.4,10081,728,54729,65538,81,612,0.33000001,96192,119651,NA,NA,NA,NA,-0.026735,0.195628326,0.436138424,0.36823325,29,1,1,1,1,1,0,NA,NA,275,280,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130.58,606.932,NA
2001,MS,24,Mississippi,28,46,NA,1001.179993,5.5,5.15,1222500,71634,15657,35710,7977,29.66774,17.460751,4.2416,115994,297805,251861,36982,398519,143828,12902,175380,19.3,20739,1212,106498,128449,0,531,0,98874,59513,NA,NA,NA,NA,-0.084043,0.189493618,0.42564963,0.384856752,68,1,1,1,1,1,0,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.414,231.769,NA
2001,MO,25,Missouri,29,34,NA,828.8900146,4.7,5.15,2862838,138627,45556,121364,11792,18.983879,10.57319,3.30234,195480,454427,224885,53142,591502,109254,15251,161922,9.7,12007,984,100267,113258,0,531,0,125144,26524,NA,NA,NA,NA,-0.051173,0.187214584,0.427534032,0.385251384,41,1,1,1,1,1,0,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.194,350.188,NA
2001,MT,26,Montana,30,64,NA,665.3900146,4.6,5.15,444909,21154,4934,14004,1013,22.388531,13.95225,3.71611,26481,61957,29832,8562,77912,11122,1569,15949,13.3,1304,130,12772,14206,0,531,0,21413,79792,NA,NA,NA,NA,0.048884,0.177991896,0.443118104,0.37889,19,1,1,1,1,1,0,NA,NA,150,150,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.29,629.312,NA
2001,NE,27,Nebraska,31,35,NA,877.9099731,3.1,5.15,921003,29761,9486,23802,3249,18.93541,10.56851,2.7274201,34729,80652,59733,22774,219261,23059,4077,37578,9.4,2307,246,18918,21471,7,538,0,34427,59931,NA,NA,NA,NA,-0.053625,0.164705325,0.434593876,0.4007008,17,1,1,1,1,1,1,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.805,430.605,NA
2001,NV,28,Nevada,32,65,NA,403.1099854,5.3,5.15,1054262,57817,7439,19461,2629,18.47065,10.32043,4.0697598,32102,69825,58091,14949,120947,25491,3890,36065,7.1,7263,680,19218,27161,36,567,0,40646,92715,NA,NA,NA,NA,0.094645,0.203214479,0.413849257,0.382936264,51,1,1,0,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.9,418.013,NA
2001,NH,29,New Hampshire,33,4,NA,846.4000244,3.5,5.15,673778,23982,5659,13495,1680,15.12732,6.6756401,1.45582,17951,35554,18901,7584,105864,7259,1381,16500,6.5,944,126,10872,11942,27,558,0,16507,8211,NA,NA,NA,NA,-0.046761,0.18996139,0.417167817,0.392870794,16,1,1,1,1,1,0,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789.01,631.208,NA
2001,NJ,30,New Jersey,34,12,NA,684.8200073,4.2,5.15,4106225,182601,45325,113481,16701,16.98324,8.0683002,2.0231099,144067,317579,261522,51523,588152,71287,6199,89532,8.1,34101,1067,112579,147747,31,562,0,128577,12231,NA,NA,NA,NA,0.003073,0.274120988,0.369687465,0.356191547,128,1,1,1,1,1,0,NA,NA,350,350,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.058,434.039,NA
2001,NM,31,New Mexico,35,66,NA,954.3599854,4.8,4.25,815642,42307,19322,55143,91,28.50069,15.63893,3.7476599,62484,163245,125627,22075,195228,63442,7825,82774,18,8814,554,38211,47579,0,531,0.15000001,59464,262189,NA,NA,NA,NA,0.002003,0.206716588,0.402835466,0.390447946,45,1,1,1,1,1,0,NA,NA,235,235,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317.96,494.87,NA
2001,NY,32,New York,36,13,NA,1687.930054,4.9,5.15,8709897,441848,226921,613353,62521,17.785801,9.9931498,2.49086,683969,1353542,997096,141134,1777983,358685,33268,460464,14.2,137622,3271,481871,622764,87,618,0,460252,27717,NA,NA,NA,NA,-0.199388,0.267192686,0.372147536,0.360659778,237,1,1,1,1,1,0,NA,NA,250,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708.526,612.923,NA
2001,NC,33,North Carolina,37,47,NA,756.1599731,5.5,5.15,3966798,231540,43497,93366,22579,24.462561,14.02479,3.65727,213420,493672,362013,87526,834328,183427,27730,275418,12.5,31916,2068,157646,191630,0,531,0,200678,24816,NA,NA,NA,NA,0.00711,0.185790077,0.449380687,0.364829236,143,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.535,352.706,NA
2001,ND,34,North Dakota,38,36,NA,944.0499878,2.8,5.15,331820,9996,2999,7784,812,15.66896,8.8969002,2.13556,15921,37755,20194,7611,79384,7385,1321,13333,13.8,1277,86,6766,8129,0,531,0.25,14053,1924986,NA,NA,NA,NA,0.013464,0.183671451,0.432873136,0.383455414,7,1,1,1,1,1,0,NA,NA,140,140,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1497.16,570.403,NA
2001,OH,35,Ohio,39,24,NA,914.710022,4.3,4.25,5567130,249702,85005,199352,38127,19.14348,12.09992,3.6919899,292221,640503,357850,79597,999069,148641,12977,191024,10.5,16929,2193,222641,241763,0,531,0,247092,1901158,NA,NA,NA,NA,-0.05546,0.207606484,0.379486219,0.412907297,122,1,1,1,1,1,1,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163.31,442.77,NA
2001,OK,36,Oklahoma,40,53,NA,792.2199707,3.8,5.15,1614572,61363,13934,34810,6357,24.841709,14.23488,4.4805899,113374,271001,183038,44794,373613,103471,16531,148221,15.1,10072,844,61840,72756,53,584,0,105907,173270,NA,NA,NA,NA,0.029738,0.138230851,0.445275177,0.416493972,106,1,1,1,1,1,0,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.888,395.232,NA
2001,OR,37,Oregon,41,72,NA,959.75,6.3,6.5,1706904,117012,16270,36623,7258,27.21316,16.80641,6.3798099,137199,283705,118299,31244,266988,68266,10029,100783,11.8,7440,635,46024,54099,2,533,0.050000001,93246,612356,NA,NA,NA,NA,-0.060224,0.186633736,0.412592229,0.400774036,71,1,1,1,1,1,1,NA,NA,170,170,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.97,602.595,NA
2001,PA,38,Pennsylvania,42,14,NA,1225,4.7,5.15,5881688,296929,82644,216186,28038,18.174179,9.3388596,1.7758100000000001,342814,748074,366739,83386,1024563,140186,14953,193688,9.6,35239,2441,256787,294467,27,558,0,226434,263193,NA,NA,NA,NA,-0.121465,0.230069816,0.393731342,0.376198841,159,1,1,1,1,1,0,NA,NA,235,235,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.178,455.49,NA
2001,RI,39,Rhode Island,44,5,NA,1317.280029,4.7,6.15,519044,24818,15228,41623,2790,17.89213,10.82708,1.86374,32632,71272,33444,4760,64589,12785,763,15251,9.6,4511,216,23896,28623,64,595,0.255,21925,11462,NA,NA,NA,NA,-0.115222,0.255339483,0.378541512,0.366119005,10,1,1,1,1,1,0,NA,NA,250,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.16,584.846,NA
2001,SC,40,South Carolina,45,48,NA,951.5900269,5.4,5.15,1847939,101746,18643,45051,8076,21.480471,11.76792,3.44699,130055,315718,240199,42098,468866,129411,13584,168072,15.1,15949,1574,89358,106881,0,531,0,111408,155464,NA,NA,NA,NA,-0.061675,0.176787919,0.416815397,0.406396683,57,NA,1,1,1,1,1,NA,NA,150,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.501,267.097,NA
